Data_Mensal,1.ICMS_Total,2.Taxa_SELIC,3.188 - Indice nacional de precos ao consumidor (INPC) - Var. % mensal Fonte: IBGE,4.433 - Indice nacional de precos ao consumidor-amplo (IPCA) - Var. % mensal Fonte: IBGE,5.4380 - PIB mensal - Valores correntes (RS milhoes) - RS (milhoes) - Fonte: BCB-Depec,6.13244 - Exportacao de bens - Maranhao - USS (mil) - Fonte: MDIC/Secex,7.13245 - Importacao de bens - Maranhao - USS (mil) - Fonte: MDIC/Secex,8.13247 - Saldo da balanca comercial - Maranhao - USS (mil) - Fonte: MDIC/Secex,9.13011 - Empregos formais gerados - Maranhao - Unidades - Fonte: MTb,10.Salario_Minimo,11.Cotacao_Dolar,12.Cotacao_Barril_Petroleo,ICMS,SELIC,INPC,IPCA,PIB,EXPOR_MA,IMPOR_MA,BALANCA_MA,GER_EMP_MA,SM,DOLAR_COT,PETRO_COT
01/01/1997,29083000,1.73,0.81,1.18,77582.6,60240,1348,58892,-248,112,1.0421,89.938,0.00212838496257711,0.5,0.353383458646617,0.502702702702703,0.0078666767858577,0.0675444721024832,0,0.788545839517798,0.511748818365969,0,0,0.645003904771873
02/01/1997,37219000,1.67,0.45,0.5,71072.8,18565,9564,9002,-663,112,1.0485,85.409,0.0086560460080738,0.48125,0.263157894736842,0.318918918918919,0.000675201917078529,0.00428935705178799,0.00653140136558438,0.755369179288295,0.483727211343687,0,0.00138873820115004,0.608540581448711
03/01/1997,28621000,1.64,0.68,0.51,70461.6,62712,56088,6624,-166,112,1.0559,83.478,0.00175771394450687,0.471875,0.320802005012531,0.321621621621622,0,0.0712965211583996,0.043516177063302,0.753787818333679,0.517285617825793,0,0.0029944667462298,0.592993953641904
04/01/1997,26430206,1.66,0.6,0.88,73576.4,54791,59322,-4531,371,112,1.0601,80.124,0,0.478125,0.300751879699248,0.421621621621622,0.00344096683788646,0.0592738752959747,0.0460870816417221,0.746369785764825,0.55354490209318,0,0.00390582619073452,0.565990644649657
05/01/1997,33422172,1.58,0.11,0.41,78110.8,49933,12348,37585,130,120,1.0675,77.761,0.00560978172193183,0.453125,0.177944862155388,0.294594594594595,0.00845018734312354,0.0519003096351163,0.00874457339598688,0.774376765564901,0.537272113436867,0.00615384615384615,0.00551155473581423,0.546965951999485
06/01/1997,35559370,1.61,0.35,0.54,81202.4,52168,51650,518,259,120,1.0738,82.168,0.00732449461906966,0.4625,0.238095238095238,0.32972972972973,0.0118655247888696,0.0552926355412543,0.0399881391786302,0.749727351559549,0.545982444294396,0.00615384615384615,0.00687859390257135,0.582447044047437
07/01/1997,36338612,1.6,0.18,0.22,82058.7,120607,32383,88224,-239,120,1.0799,90.776,0.00794969467418458,0.459375,0.195488721804511,0.243243243243243,0.0128114923961902,0.159170663590553,0.0246716213949502,0.808051507945375,0.512356515867657,0.00615384615384615,0.00820223500054249,0.651750706481921
08/01/1997,35983757,1.59,-0.03,-0.02,82132.5,47102,30728,16374,942,120,1.0871,93.905,0.00766498804189602,0.45625,0.142857142857143,0.178378378378378,0.012893020376361,0.0476033634873414,0.0233559605794631,0.760271531246841,0.592099932478055,0.00615384615384615,0.00976456547683627,0.676942523368248
09/01/1997,34282828,1.59,0.1,0.06,81987.3,104211,51429,52782,527,120,1.0928,86.148,0.00630030171268564,0.45625,0.175438596491228,0.2,0.0127326157324477,0.134284500030356,0.0398124527494926,0.784482712758883,0.564078325455773,0.00615384615384615,0.0110014104372355,0.614490326632154
10/01/1997,35617968,1.67,0.29,0.23,87297.2,44136,33404,10732,287,120,1.0993,79.909,0.00737150886217979,0.48125,0.223057644110276,0.245945945945946,0.0185985428585853,0.0431015117479206,0.0254832767983414,0.756519622707758,0.547873058744092,0.00615384615384615,0.0124118476727785,0.564259663304001
11/01/1997,33183536,3.04,0.15,0.17,85390.1,46664,29182,17482,86,120,1.1065,74.839,0.00541831971096167,0.909375,0.18796992481203,0.22972972972973,0.0164917405417324,0.0469385586788902,0.0221269505367181,0.761008347032255,0.534301147873059,0.00615384615384615,0.0139741781490724,0.523440707850604
12/01/1997,31242862,2.97,0.57,0.43,81216.8,83469,45556,37913,-1221,120,1.1128,75.466,0.00386128159987413,0.8875,0.293233082706767,0.3,0.0118814326874395,0.102801894238358,0.0351436455172534,0.774594884317262,0.446049966239028,0.00615384615384615,0.0153412173158294,0.528488732519101
01/01/1998,39351500,2.67,0.85,0.71,79363.9,42422,37791,4630,-233,120,1.1191,84.739,0.0103669896142097,0.79375,0.363408521303258,0.375675675675676,0.0098345059332595,0.0404999696436161,0.0289707716609045,0.752461815918413,0.512761647535449,0.00615384615384615,0.0167082564825865,0.603146360511082
02/01/1998,32829327,2.13,0.54,0.46,75828.1,54565,10396,44169,-487,120,1.1329,78.434,0.00513413137624384,0.625,0.285714285714286,0.308108108108108,0.00592845400523878,0.0589308481573675,0.00719280909880812,0.778755100520825,0.49561107359892,0.00615384615384615,0.0197027232288163,0.552384326165192
03/01/1998,28335132,2.2,0.49,0.34,80508.7,47141,34092,13049,-814,120,1.1329,82.585,0.00152835683932569,0.646875,0.273182957393484,0.275675675675676,0.0110991838695676,0.0476625584360391,0.0260302101161995,0.758060418894404,0.473531397704254,0.00615384615384615,0.0197027232288163,0.585804342750409
04/01/1998,33227941,1.71,0.45,0.24,81166.1,45531,28874,16657,402,120,1.1404,82.535,0.00545394665156213,0.49375,0.263157894736842,0.248648648648649,0.0118254236278913,0.0452188695282618,0.0218821024816304,0.760459725170372,0.555638082376773,0.00615384615384615,0.021330150808289,0.585401788949093
05/01/1998,32152366,1.63,0.72,0.5,85207.5,62457,26587,35870,286,130,1.1473,80.997,0.00459099323108399,0.46875,0.330827067669173,0.318918918918919,0.0162900195501445,0.0709094772630684,0.020064026176483,0.773236297088381,0.54780553679946,0.0138461538461538,0.0228273841814039,0.573019234020627
06/01/1998,33968702,1.6,0.15,0.02,85562.4,62838,17294,45543,-262,130,1.1538,91.415,0.00604827269921739,0.459375,0.18796992481203,0.189189189189189,0.0166820829669821,0.0714877663772691,0.0126764515793097,0.779668805294434,0.510803511141121,0.0138461538461538,0.0242378214169469,0.656895344062734
07/01/1998,33174257,1.7,-0.28,-0.12,86938.5,57265,18534,38731,241,130,1.1607,93.332,0.00541087500018965,0.490625,0.0802005012531328,0.151351351351351,0.0182022815240695,0.063028959990286,0.0136622034894028,0.775138851205771,0.54476704929102,0.0138461538461538,0.0257350547900619,0.672329256805172
08/01/1998,38438602,1.48,-0.49,-0.51,86371.3,23055,13231,9825,691,130,1.1709,89.75,0.009634554914958,0.421875,0.0275689223057644,0.045945945945946,0.0175756870748435,0.0111043652480117,0.00944652415131928,0.755916471157785,0.575151924375422,0.0138461538461538,0.0279483562981447,0.643490302478926
09/01/1998,40408733,2.49,-0.31,-0.22,84733.5,74891,46981,27911,-1286,130,1.1801,100.446,0.0112152269138795,0.7375,0.0726817042606516,0.124324324324324,0.0157663845555515,0.0897820411632566,0.0362764652526427,0.767943592362652,0.441661039837947,0.0138461538461538,0.0299446674622979,0.729604611656348
10/01/1998,41575872,2.94,0.11,0.02,87302.8,57687,35265,22421,-1131,130,1.1876,111.926,0.012151643799939,0.878125,0.177944862155388,0.189189189189189,0.0186047292635847,0.0636694796915791,0.0269626996246988,0.764292763245394,0.452126941255908,0.0138461538461538,0.0315720950417706,0.822030964438397
11/01/1998,40385305,2.63,-0.18,-0.12,86316.5,40186,22867,17319,-761,130,1.1929,122.711,0.0111964302025995,0.78125,0.105263157894737,0.151351351351351,0.0175151486830635,0.0371061259182806,0.0171067704462038,0.760899952652271,0.47711006076975,0.0138461538461538,0.032722143864598,0.90886181938216
12/01/1998,36909161,2.4,0.42,0.33,83051.8,67881,24512,43369,-2527,130,1.2046,113.111,0.00840745653281868,0.709375,0.255639097744361,0.272972972972973,0.013908585039925,0.0791421285896424,0.0184144816495127,0.778223103563848,0.357866306549629,0.0138461538461538,0.0352609308885754,0.831571489529576
